VARIABLES 100
NB_OBJ 11
ITEMS
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 16
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 185
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 291
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 362
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 471
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 519
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 653
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 741
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 933
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 84
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 99
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 172
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 341
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 348
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 533
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 536
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 552
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 716
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 776
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 962
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 156
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 427
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 467
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 585
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 605
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 938
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 963
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 136
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 276
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 356
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 538
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 659
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 720
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 802
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 38
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 44
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 88
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 98
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 178
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 275
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 388
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 392
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 516
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 552
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 809
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 875
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 888
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 56
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 114
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 354
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 386
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 401
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 509
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 538
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 613
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 665
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 795
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 886
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 141
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 175
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 180
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 332
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 499
