VARIABLES 100
NB_OBJ 10
ITEMS
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 4
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 9
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 111
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 123
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 188
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 215
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 223
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 406
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 708
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 820
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 38
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 61
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 76
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 181
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 335
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 390
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 401
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 413
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 445
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 577
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 762
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 807
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 820
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 830
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 900
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 100
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 229
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 367
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 395
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 410
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 636
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 678
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 690
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 871
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 879
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 937
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 958
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 246
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 259
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 578
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 625
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 674
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 752
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 57
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 58
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 120
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 206
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 456
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 501
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 582
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 593
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 659
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 778
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 826
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 832
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 911
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 947
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 961
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 91
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 325
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 365
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 497
