VARIABLES 100
NB_OBJ 10
ITEMS
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 131
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 190
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 374
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 548
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 665
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 695
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 840
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 841
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 922
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 936
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 143
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 205
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 264
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 425
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 457
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 723
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 791
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 926
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 935
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 937
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 24
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 90
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 98
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 318
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 390
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 398
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 422
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 527
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 541
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 543
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 544
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 720
