VARIABLES 100
NB_OBJ 9
ITEMS
[1, 1, 1, 1, 1, 1, 1, 1, 1] 2
[1, 1, 1, 1, 1, 1, 1, 1, 1] 57
[1, 1, 1, 1, 1, 1, 1, 1, 1] 73
[1, 1, 1, 1, 1, 1, 1, 1, 1] 453
[1, 1, 1, 1, 1, 1, 1, 1, 1] 457
[1, 1, 1, 1, 1, 1, 1, 1, 1] 569
[1, 1, 1, 1, 1, 1, 1, 1, 1] 710
[1, 1, 1, 1, 1, 1, 1, 1, 1] 738
[1, 1, 1, 1, 1, 1, 1, 1, 1] 777
[1, 1, 1, 1, 1, 1, 1, 1, 1] 793
[1, 1, 1, 1, 1, 1, 1, 1, 1] 856
[0, 1, 1, 1, 1, 1, 1, 1, 1] 98
[0, 1, 1, 1, 1, 1, 1, 1, 1] 176
[0, 1, 1, 1, 1, 1, 1, 1, 1] 583
[0, 1, 1, 1, 1, 1, 1, 1, 1] 829
[0, 0, 1, 1, 1, 1, 1, 1, 1] 240
[0, 0, 1, 1, 1, 1, 1, 1, 1] 246
[0, 0, 1, 1, 1, 1, 1, 1, 1] 246
[0, 0, 1, 1, 1, 1, 1, 1, 1] 279
[0, 0, 1, 1, 1, 1, 1, 1, 1] 326
[0, 0, 1, 1, 1, 1, 1, 1, 1] 492
[0, 0, 1, 1, 1, 1, 1, 1, 1] 557
[0, 0, 1, 1, 1, 1, 1, 1, 1] 599
[0, 0, 1, 1, 1, 1, 1, 1, 1] 623
[0, 0, 0, 1, 1, 1, 1, 1, 1] 93
[0, 0, 0, 1, 1, 1, 1, 1, 1] 151
[0, 0, 0, 1, 1, 1, 1, 1, 1] 264
[0, 0, 0, 1, 1, 1, 1, 1, 1] 417
[0, 0, 0, 1, 1, 1, 1, 1, 1] 499
[0, 0, 0, 1, 1, 1, 1, 1, 1] 662
[0, 0, 0, 1, 1, 1, 1, 1, 1] 749
[0, 0, 0, 1, 1, 1, 1, 1, 1] 905
[0, 0, 0, 1, 1, 1, 1, 1, 1] 907
[0, 0, 0, 1, 1, 1, 1, 1, 1] 943
[0, 0, 0, 0, 1, 1, 1, 1, 1] 289
[0, 0, 0, 0, 1, 1, 1, 1, 1] 386
[0, 0, 0, 0, 1, 1, 1, 1, 1] 394
[0, 0, 0, 0, 1, 1, 1, 1, 1] 430
[0, 0, 0, 0, 1, 1, 1, 1, 1] 454
[0, 0, 0, 0, 1, 1, 1, 1, 1] 458
[0, 0, 0, 0, 1, 1, 1, 1, 1] 538
[0, 0, 0, 0, 1, 1, 1, 1, 1] 552
[0, 0, 0, 0, 1, 1, 1, 1, 1] 728
[0, 0, 0, 0, 1, 1, 1, 1, 1] 796
[0, 0, 0, 0, 1, 1, 1, 1, 1] 845
[0, 0, 0, 0, 1, 1, 1, 1, 1] 965
[0, 0, 0, 0, 1, 1, 1, 1, 1] 973
[0, 0, 0, 0, 1, 1, 1, 1, 1] 983
[0, 0, 0, 0, 0, 1, 1, 1, 1] 6
[0, 0, 0, 0, 0, 1, 1, 1, 1] 142
[0, 0, 0, 0, 0, 1, 1, 1, 1] 225
[0, 0, 0, 0, 0, 1, 1, 1, 1] 254
[0, 0, 0, 0, 0, 1, 1, 1, 1] 308
[0, 0, 0, 0, 0, 1, 1, 1, 1] 322
[0, 0, 0, 0, 0, 1, 1, 1, 1] 357
[0, 0, 0, 0, 0, 1, 1, 1, 1] 421
[0, 0, 0, 0, 0, 1, 1, 1, 1] 468
[0, 0, 0, 0, 0, 1, 1, 1, 1] 535
[0, 0, 0, 0, 0, 1, 1, 1, 1] 666
[0, 0, 0, 0, 0, 1, 1, 1, 1] 705
[0, 0, 0, 0, 0, 1, 1, 1, 1] 719
[0, 0, 0, 0, 0, 1, 1, 1, 1] 749
[0, 0, 0, 0, 0, 1, 1, 1, 1] 895
[0, 0, 0, 0, 0, 0, 1, 1, 1] 203
[0, 0, 0, 0, 0, 0, 1, 1, 1] 224
[0, 0, 0, 0, 0, 0, 1, 1, 1] 251
[0, 0, 0, 0, 0, 0, 1, 1, 1] 259
[0, 0, 0, 0, 0, 0, 1, 1, 1] 505
[0, 0, 0, 0, 0, 0, 1, 1, 1] 567
[0, 0, 0, 0, 0, 0, 1, 1, 1] 791
[0, 0, 0, 0, 0, 0, 1, 1, 1] 835
[0, 0, 0, 0, 0, 0, 1, 1, 1] 917
[0, 0, 0, 0, 0, 0, 0, 1, 1] 16
[0, 0, 0, 0, 0, 0, 0, 1, 1] 47
[0, 0, 0, 0, 0, 0, 0, 1, 1] 222
[0, 0, 0, 0, 0, 0, 0, 1, 1] 280
[0, 0, 0, 0, 0, 0, 0, 1, 1] 330
[0, 0, 0, 0, 0, 0, 0, 1, 1] 338
[0, 0, 0, 0, 0, 0, 0, 1, 1] 391
[0, 0, 0, 0, 0, 0, 0, 1, 1] 419
[0, 0, 0, 0, 0, 0, 0, 1, 1] 943
[0, 0, 0, 0, 0, 0, 0, 1, 1] 964
[0, 0, 0, 0, 0, 0, 0, 0, 1] 25
[0, 0, 0, 0, 0, 0, 0, 0, 1] 68
[0, 0, 0, 0, 0, 0, 0, 0, 1] 94
[0, 0, 0, 0, 0, 0, 0, 0, 1] 140
[0, 0, 0, 0, 0, 0, 0, 0, 1] 239
[0, 0, 0, 0, 0, 0, 0, 0, 1] 318
[0, 0, 0, 0, 0, 0, 0, 0, 1] 436
