VARIABLES 100
NB_OBJ 9
ITEMS
[1, 1, 1, 1, 1, 1, 1, 1, 1] 36
[1, 1, 1, 1, 1, 1, 1, 1, 1] 85
[1, 1, 1, 1, 1, 1, 1, 1, 1] 88
[1, 1, 1, 1, 1, 1, 1, 1, 1] 406
[1, 1, 1, 1, 1, 1, 1, 1, 1] 425
[1, 1, 1, 1, 1, 1, 1, 1, 1] 512
[1, 1, 1, 1, 1, 1, 1, 1, 1] 564
[1, 1, 1, 1, 1, 1, 1, 1, 1] 568
[1, 1, 1, 1, 1, 1, 1, 1, 1] 583
[1, 1, 1, 1, 1, 1, 1, 1, 1] 656
[1, 1, 1, 1, 1, 1, 1, 1, 1] 745
[1, 1, 1, 1, 1, 1, 1, 1, 1] 864
[1, 1, 1, 1, 1, 1, 1, 1, 1] 934
[1, 1, 1, 1, 1, 1, 1, 1, 1] 978
[0, 1, 1, 1, 1, 1, 1, 1, 1] 5
[0, 1, 1, 1, 1, 1, 1, 1, 1] 146
[0, 1, 1, 1, 1, 1, 1, 1, 1] 201
[0, 1, 1, 1, 1, 1, 1, 1, 1] 260
[0, 1, 1, 1, 1, 1, 1, 1, 1] 269
[0, 1, 1, 1, 1, 1, 1, 1, 1] 861
[0, 1, 1, 1, 1, 1, 1, 1, 1] 863
[0, 1, 1, 1, 1, 1, 1, 1, 1] 958
[0, 0, 1, 1, 1, 1, 1, 1, 1] 109
[0, 0, 1, 1, 1, 1, 1, 1, 1] 155
[0, 0, 1, 1, 1, 1, 1, 1, 1] 207
[0, 0, 1, 1, 1, 1, 1, 1, 1] 341
[0, 0, 1, 1, 1, 1, 1, 1, 1] 362
[0, 0, 1, 1, 1, 1, 1, 1, 1] 644
[0, 0, 1, 1, 1, 1, 1, 1, 1] 805
[0, 0, 1, 1, 1, 1, 1, 1, 1] 843
[0, 0, 1, 1, 1, 1, 1, 1, 1] 872
[0, 0, 1, 1, 1, 1, 1, 1, 1] 954
[0, 0, 1, 1, 1, 1, 1, 1, 1] 989
[0, 0, 0, 1, 1, 1, 1, 1, 1] 29
[0, 0, 0, 1, 1, 1, 1, 1, 1] 50
[0, 0, 0, 1, 1, 1, 1, 1, 1] 166
[0, 0, 0, 1, 1, 1, 1, 1, 1] 306
[0, 0, 0, 1, 1, 1, 1, 1, 1] 453
[0, 0, 0, 1, 1, 1, 1, 1, 1] 502
[0, 0, 0, 1, 1, 1, 1, 1, 1] 640
[0, 0, 0, 1, 1, 1, 1, 1, 1] 706
[0, 0, 0, 1, 1, 1, 1, 1, 1] 751
[0, 0, 0, 1, 1, 1, 1, 1, 1] 983
[0, 0, 0, 0, 1, 1, 1, 1, 1] 22
[0, 0, 0, 0, 1, 1, 1, 1, 1] 132
[0, 0, 0, 0, 1, 1, 1, 1, 1] 386
[0, 0, 0, 0, 1, 1, 1, 1, 1] 388
[0, 0, 0, 0, 1, 1, 1, 1, 1] 503
[0, 0, 0, 0, 1, 1, 1, 1, 1] 585
[0, 0, 0, 0, 1, 1, 1, 1, 1] 691
[0, 0, 0, 0, 1, 1, 1, 1, 1] 792
[0, 0, 0, 0, 1, 1, 1, 1, 1] 866
[0, 0, 0, 0, 1, 1, 1, 1, 1] 969
[0, 0, 0, 0, 0, 1, 1, 1, 1] 29
[0, 0, 0, 0, 0, 1, 1, 1, 1] 247
[0, 0, 0, 0, 0, 1, 1, 1, 1] 285
[0, 0, 0, 0, 0, 1, 1, 1, 1] 348
[0, 0, 0, 0, 0, 1, 1, 1, 1] 397
[0, 0, 0, 0, 0, 1, 1, 1, 1] 480
[0, 0, 0, 0, 0, 1, 1, 1, 1] 640
[0, 0, 0, 0, 0, 1, 1, 1, 1] 732
[0, 0, 0, 0, 0, 1, 1, 1, 1] 761
[0, 0, 0, 0, 0, 0, 1, 1, 1] 12
[0, 0, 0, 0, 0, 0, 1, 1, 1] 56
[0, 0, 0, 0, 0, 0, 1, 1, 1] 109
[0, 0, 0, 0, 0, 0, 1, 1, 1] 117
[0, 0, 0, 0, 0, 0, 1, 1, 1] 144
[0, 0, 0, 0, 0, 0, 1, 1, 1] 230
[0, 0, 0, 0, 0, 0, 1, 1, 1] 272
[0, 0, 0, 0, 0, 0, 1, 1, 1] 399
[0, 0, 0, 0, 0, 0, 1, 1, 1] 458
[0, 0, 0, 0, 0, 0, 1, 1, 1] 533
[0, 0, 0, 0, 0, 0, 1, 1, 1] 632
[0, 0, 0, 0, 0, 0, 1, 1, 1] 697
[0, 0, 0, 0, 0, 0, 1, 1, 1] 706
[0, 0, 0, 0, 0, 0, 1, 1, 1] 711
[0, 0, 0, 0, 0, 0, 1, 1, 1] 740
[0, 0, 0, 0, 0, 0, 1, 1, 1] 750
[0, 0, 0, 0, 0, 0, 1, 1, 1] 778
[0, 0, 0, 0, 0, 0, 1, 1, 1] 841
[0, 0, 0, 0, 0, 0, 1, 1, 1] 848
[0, 0, 0, 0, 0, 0, 1, 1, 1] 990
[0, 0, 0, 0, 0, 0, 0, 1, 1] 102
[0, 0, 0, 0, 0, 0, 0, 1, 1] 191
[0, 0, 0, 0, 0, 0, 0, 1, 1] 251
[0, 0, 0, 0, 0, 0, 0, 1, 1] 282
[0, 0, 0, 0, 0, 0, 0, 1, 1] 399
[0, 0, 0, 0, 0, 0, 0, 1, 1] 684
[0, 0, 0, 0, 0, 0, 0, 1, 1] 793
[0, 0, 0, 0, 0, 0, 0, 0, 1] 24
[0, 0, 0, 0, 0, 0, 0, 0, 1] 202
[0, 0, 0, 0, 0, 0, 0, 0, 1] 451
[0, 0, 0, 0, 0, 0, 0, 0, 1] 504
[0, 0, 0, 0, 0, 0, 0, 0, 1] 529
[0, 0, 0, 0, 0, 0, 0, 0, 1] 607
[0, 0, 0, 0, 0, 0, 0, 0, 1] 629
[0, 0, 0, 0, 0, 0, 0, 0, 1] 706
[0, 0, 0, 0, 0, 0, 0, 0, 1] 715
[0, 0, 0, 0, 0, 0, 0, 0, 1] 833
[0, 0, 0, 0, 0, 0, 0, 0, 1] 895
