VARIABLES 100
NB_OBJ 12
ITEMS
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 12
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 316
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 434
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 454
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 557
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 568
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 588
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 643
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 644
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 792
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 795
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 898
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 122
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 269
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 337
[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 844
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 223
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 370
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 403
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 628
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 739
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 760
[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 811
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 128
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 207
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 417
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 430
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 635
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 647
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 933
[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1] 956
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 59
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 84
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 483
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 510
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 514
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 629
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 636
[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1] 837
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 42
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 73
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 126
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 136
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 189
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 263
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 397
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 553
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 683
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 986
[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1] 997
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 2
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 80
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 104
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 208
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 441
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 569
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 665
[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1] 777
[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 294
[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 911
[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1] 927
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 86
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 124
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 279
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 349
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 409
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 491
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 616
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 637
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 714
[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1] 835
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 42
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 139
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 201
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 637
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 743
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 837
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 851
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 901
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1] 942
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 21
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 94
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 235
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 292
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 398
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 428
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 634
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 636
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 744
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 783
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 844
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1] 926
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 384
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 503
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 581
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 606
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 622
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 772
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 778
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1] 949
